author_id;username;id;created_at(utc);lang;tweet;tweetcount;followers;following;url
1420020451619782667;ArionGRmusic;1505404209369436163;20/03/2022 04:41:47;el;RT @ArionGRmusic: 🎶ΥΔΡΟΧΟΟΣ 🎙️ Νίκος Παπάζογλου |✍️ Μανώλης Ρασούλης |🎼 Βάσω Αλαγιάννη 🎧 Κιθάρα: Αντώνης Βαρσαμούδης, Μπάσο: Θωμάς Ράϊος, Μ…;14208;370;339;https://twitter.com/twitter/status/1505404209369436163
1420020451619782667;ArionGRmusic;1505404165392150530;20/03/2022 04:41:36;el;RT @ArionGRmusic: 🎶 ΧΑΒΑΛΕΔΙΑΡΙΚΟ 🎙️ Δημήτρης Κοντογιάννης / Σοφία Διαμαντή /Νίκος Παπάζογλου |✍️ Μανώλης Ρασούλης |🎼 Νίκος Ξυδάκης |💿  Η Ε…;14208;370;339;https://twitter.com/twitter/status/1505404165392150530
399008528;zouzoulo11;1505397032688697344;20/03/2022 04:13:16;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;91629;2174;2558;https://twitter.com/twitter/status/1505397032688697344
343933727;MissBloomgr;1505396258554396672;20/03/2022 04:10:11;el;Μανώλης Εμμανουήλ, ένας Έλληνας ηθοποιός στο Netflix https://t.co/C6iwxzO6Nd;102659;18875;271;https://twitter.com/twitter/status/1505396258554396672
398199867;bxristof;1505390189534928896;20/03/2022 03:46:04;el;RT @magnitis: Σε μια επιχείρηση ξεπλύματος του νεοναζιστικού «Τάγματος Αζόφ» επιδόθηκε ο Έλληνας Πρόξενος στη Μαριούπολη, Μανώλης Ανδρουλάκ…;4004;154;85;https://twitter.com/twitter/status/1505390189534928896
2373723156;TsiftsoglouS;1505381130438066176;20/03/2022 03:10:04;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;46380;1106;1741;https://twitter.com/twitter/status/1505381130438066176
1444873783;evagelougeorge;1505376931683999751;20/03/2022 02:53:23;el;Μανώλης Ρασούλης - Γεια σου κυρ εισαγγελέα https://t.co/SYQd7Vr5Nf via @YouTube;3830;143;138;https://twitter.com/twitter/status/1505376931683999751
4187436194;kentrodexia;1505372992934711299;20/03/2022 02:37:44;el;RT @Makis_Kevrekidi: Έλληνας πρόξενος της Μαριούπολης, Μανώλης Ανδρουλάκης: «το τάγμα Αζωφ μας προστάτευε  και μας τάιζε» - ΣΚΑΙ 17 Μαρ. 20…;155577;3626;3630;https://twitter.com/twitter/status/1505372992934711299
2154405297;EGrettou;1505372025799512069;20/03/2022 02:33:54;el;RT @Makis_Kevrekidi: Έλληνας πρόξενος της Μαριούπολης, Μανώλης Ανδρουλάκης: «το τάγμα Αζωφ μας προστάτευε  και μας τάιζε» - ΣΚΑΙ 17 Μαρ. 20…;181759;8526;891;https://twitter.com/twitter/status/1505372025799512069
1497380527799607298;Toulara_1;1505370993212022785;20/03/2022 02:29:47;el;@Incompatible_78 Περιμενε,εννοείς ο Μανώλης?ο Μανωλιός?ο Μάνος?ο άντρας της ο Μάνος?;104;42;69;https://twitter.com/twitter/status/1505370993212022785
1359023351604379656;Rebel_La_4;1505360932221956099;20/03/2022 01:49:49;el;RT @paganiotis: που βρέθηκαν 4,5 χιλιάδες στο τουίτερ, εγώ νόμιζα εδώ μέσα ήμασταν δέκα άτομα όλοι κι όλοι σαν το ντόλτσε βίτα σε γιορτές,…;31129;837;826;https://twitter.com/twitter/status/1505360932221956099
